algoritmo,tamanho_array,probabilidade,input,output,output_correto,tamanho_sub_array_ordenado,distancia
merge, 100, 0.75, 11 11 11 10 26 21 44 17 42 36 24 10 4 49 15 29 49 49 42 31 3 45 6 29 5 49 12 44 19 10 13 19 49 47 47 39 2 17 48 3 12 47 26 38 45 14 44 31 37 48 13 31 5 5 3 16 5 32 6 26 10 1 47 32 23 6 10 6 3 26 28 33 2 40 19 5 19 18 33 40 6 31 7 20 46 32 15 44 45 32 34 19 11 22 43 12 1 44 15 39, 43 45 44 33 48 49 47 42 49 40 47 46 39 38 26 47 10 19 47 39 17 14 48 32 26 31 23 20 15 32 19 19 12 18 10 6 5 45 31 44 26 21 15 3 45 7 44 37 31 17 6 16 11 32 13 34 10 5 11 6 33 28 5 2 19 6 19 3 12 22 12 44 11 10 1 44 4 13 42 1 29 31 10 36 29 26 5 24 11 6 32 5 3 3 49 49 15 2 49 40, 1 1 2 2 3 3 3 3 4 5 5 5 5 5 6 6 6 6 6 7 10 10 10 10 10 11 11 11 11 12 12 12 13 13 14 15 15 15 16 17 17 18 19 19 19 19 19 20 21 22 23 24 26 26 26 26 28 29 29 31 31 31 31 32 32 32 32 33 33 34 36 37 38 39 39 40 40 42 42 43 44 44 44 44 44 45 45 45 46 47 47 47 47 48 48 49 49 49 49 49, 4, -1796644901
bubble, 100, 0.75, 11 11 11 10 26 21 44 17 42 36 24 10 4 49 15 29 49 49 42 31 3 45 6 29 5 49 12 44 19 10 13 19 49 47 47 39 2 17 48 3 12 47 26 38 45 14 44 31 37 48 13 31 5 5 3 16 5 32 6 26 10 1 47 32 23 6 10 6 3 26 28 33 2 40 19 5 19 18 33 40 6 31 7 20 46 32 15 44 45 32 34 19 11 22 43 12 1 44 15 39, 49 49 49 49 49 47 48 47 47 48 47 42 45 44 45 44 42 44 38 37 32 39 32 31 36 31 33 40 31 29 26 29 26 26 24 26 23 19 19 19 17 21 17 16 15 11 13 13 12 12 40 11 11 10 14 10 28 10 33 10 32 18 10 6 6 5 46 5 5 45 3 5 4 3 34 6 6 3 31 2 20 19 19 2 15 44 3 6 5 1 43 39 32 12 22 7 15 11 44 1, 1 1 2 2 3 3 3 3 4 5 5 5 5 5 6 6 6 6 6 7 10 10 10 10 10 11 11 11 11 12 12 12 13 13 14 15 15 15 16 17 17 18 19 19 19 19 19 20 21 22 23 24 26 26 26 26 28 29 29 31 31 31 31 32 32 32 32 33 33 34 36 37 38 39 39 40 40 42 42 43 44 44 44 44 44 45 45 45 46 47 47 47 47 48 48 49 49 49 49 49, 5, 1941868815
quick, 100, 0.9, 11 11 11 10 26 21 44 17 42 36 24 10 4 49 15 29 49 49 42 31 3 45 6 29 5 49 12 44 19 10 13 19 49 47 47 39 2 17 48 3 12 47 26 38 45 14 44 31 37 48 13 31 5 5 3 16 5 32 6 26 10 1 47 32 23 6 10 6 3 26 28 33 2 40 19 5 19 18 33 40 6 31 7 20 46 32 15 44 45 32 34 19 11 22 43 12 1 44 15 39, 38 49 49 49 49 48 19 23 6 3 3 12 49 37 46 47 44 45 45 45 47 47 42 47 31 21 6 1 31 5 1 44 48 5 44 44 43 32 12 11 44 26 18 15 32 15 39 39 40 33 33 11 34 42 32 36 31 28 31 14 10 29 26 26 24 19 26 11 19 20 17 13 13 16 32 17 12 11 15 40 5 22 29 19 10 19 10 4 10 6 10 6 7 6 5 5 3 3 2 2, 1 1 2 2 3 3 3 3 4 5 5 5 5 5 6 6 6 6 6 7 10 10 10 10 10 11 11 11 11 12 12 12 13 13 14 15 15 15 16 17 17 18 19 19 19 19 19 20 21 22 23 24 26 26 26 26 28 29 29 31 31 31 31 32 32 32 32 33 33 34 36 37 38 39 39 40 40 42 42 43 44 44 44 44 44 45 45 45 46 47 47 47 47 48 48 49 49 49 49 49, 6, 1661876771
insertion, 100, 0.9, 11 11 11 10 26 21 44 17 42 36 24 10 4 49 15 29 49 49 42 31 3 45 6 29 5 49 12 44 19 10 13 19 49 47 47 39 2 17 48 3 12 47 26 38 45 14 44 31 37 48 13 31 5 5 3 16 5 32 6 26 10 1 47 32 23 6 10 6 3 26 28 33 2 40 19 5 19 18 33 40 6 31 7 20 46 32 15 44 45 32 34 19 11 22 43 12 1 44 15 39, 49 49 26 21 11 11 10 11 44 42 36 29 49 24 17 15 49 45 44 42 31 10 6 4 29 19 13 5 12 49 47 19 10 47 39 17 3 48 12 48 47 3 47 45 44 38 31 26 40 14 2 37 31 16 13 5 32 32 28 6 5 26 33 5 40 46 26 23 19 10 6 33 32 20 19 3 1 10 6 5 18 6 2 3 31 7 15 44 45 44 43 32 34 19 11 39 22 15 1 12, 1 1 2 2 3 3 3 3 4 5 5 5 5 5 6 6 6 6 6 7 10 10 10 10 10 11 11 11 11 12 12 12 13 13 14 15 15 15 16 17 17 18 19 19 19 19 19 20 21 22 23 24 26 26 26 26 28 29 29 31 31 31 31 32 32 32 32 33 33 34 36 37 38 39 39 40 40 42 42 43 44 44 44 44 44 45 45 45 46 47 47 47 47 48 48 49 49 49 49 49, 4, 1220074382
merge, 100, 0.9, 11 11 11 10 26 21 44 17 42 36 24 10 4 49 15 29 49 49 42 31 3 45 6 29 5 49 12 44 19 10 13 19 49 47 47 39 2 17 48 3 12 47 26 38 45 14 44 31 37 48 13 31 5 5 3 16 5 32 6 26 10 1 47 32 23 6 10 6 3 26 28 33 2 40 19 5 19 18 33 40 6 31 7 20 46 32 15 44 45 32 34 19 11 22 43 12 1 44 15 39, 47 49 49 49 49 48 49 47 45 40 44 47 46 45 45 48 44 44 42 39 40 44 44 38 32 39 43 37 32 34 33 32 32 31 31 26 22 19 19 26 47 42 36 29 29 19 18 19 16 15 15 31 20 11 7 6 6 26 24 21 17 5 11 14 12 10 13 12 11 11 3 3 33 28 23 13 19 26 10 6 10 6 5 2 6 5 5 31 5 10 10 2 17 1 12 4 15 3 1 3, 1 1 2 2 3 3 3 3 4 5 5 5 5 5 6 6 6 6 6 7 10 10 10 10 10 11 11 11 11 12 12 12 13 13 14 15 15 15 16 17 17 18 19 19 19 19 19 20 21 22 23 24 26 26 26 26 28 29 29 31 31 31 31 32 32 32 32 33 33 34 36 37 38 39 39 40 40 42 42 43 44 44 44 44 44 45 45 45 46 47 47 47 47 48 48 49 49 49 49 49, 5, 104522399
bubble, 100, 0.9, 11 11 11 10 26 21 44 17 42 36 24 10 4 49 15 29 49 49 42 31 3 45 6 29 5 49 12 44 19 10 13 19 49 47 47 39 2 17 48 3 12 47 26 38 45 14 44 31 37 48 13 31 5 5 3 16 5 32 6 26 10 1 47 32 23 6 10 6 3 26 28 33 2 40 19 5 19 18 33 40 6 31 7 20 46 32 15 44 45 32 34 19 11 22 43 12 1 44 15 39, 49 49 49 49 49 48 48 47 47 47 47 46 45 45 44 45 44 44 42 44 42 40 40 39 38 37 36 33 33 32 32 31 31 31 31 29 29 28 26 26 26 26 23 32 24 34 21 20 19 32 19 19 19 18 17 17 16 15 14 13 13 12 11 22 12 11 11 10 10 10 10 10 6 6 6 6 19 6 5 5 44 5 5 4 3 43 7 3 3 3 15 39 2 2 5 1 12 11 1 15, 1 1 2 2 3 3 3 3 4 5 5 5 5 5 6 6 6 6 6 7 10 10 10 10 10 11 11 11 11 12 12 12 13 13 14 15 15 15 16 17 17 18 19 19 19 19 19 20 21 22 23 24 26 26 26 26 28 29 29 31 31 31 31 32 32 32 32 33 33 34 36 37 38 39 39 40 40 42 42 43 44 44 44 44 44 45 45 45 46 47 47 47 47 48 48 49 49 49 49 49, 5, -1123695741
quick, 100, 0.1, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 5 1 2 6 7 8 4 13 8 4 9 10 10 10 14 17 14 16 17 17 17 19 19 19 21 30 19 10 6 12 18 20 20 20 34 45 25 30 43 45 20 3 21 23 33 21 22 39 35 41 24 24 27 31 27 26 28 29 32 35 37 42 37 26 29 32 40 42 43 45 38 33 27 39 35 35 40 43 44 45 46 45 9 39 16 28 16 18 19 27 31 38 44 29 46 47 47 48 49 48, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 10, 1432540538
insertion, 100, 0.1, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 8 9 10 17 16 19 20 27 34 37 2 27 31 33 10 9 17 33 42 37 45 43 46 19 22 47 16 27 29 17 48 17 18 19 21 31 32 42 20 35 40 39 43 32 43 4 35 45 45 46 49 6 6 10 28 29 35 8 13 19 19 26 29 18 30 38 20 40 44 14 28 4 24 39 35 44 47 5 1 3 39 48 7 12 21 23 30 41 45 10 14 16 24 27 20 21 45 38 25 26, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 7, 679510138
merge, 100, 0.1, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 1 5 4 6 8 12 6 10 8 16 16 3 4 21 17 10 18 19 23 14 19 19 9 20 21 24 26 27 29 29 16 10 13 17 20 19 24 14 26 18 29 30 31 9 35 17 19 20 21 22 25 7 27 27 31 32 33 10 20 35 32 35 35 28 37 33 38 30 38 39 40 39 39 40 43 28 43 41 45 45 37 43 17 45 2 42 45 47 42 27 48 34 46 48 45 44 44 46 47 49, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 8, -1428855791
bubble, 100, 0.1, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 1 2 4 4 5 6 6 8 8 9 10 9 10 10 14 13 3 7 16 16 17 12 17 17 17 10 18 18 19 19 19 19 16 19 20 20 20 21 21 22 26 27 27 27 28 29 29 23 28 30 29 24 31 31 32 32 21 33 33 34 35 35 35 37 37 38 39 40 30 40 35 42 39 43 42 43 45 43 44 24 44 38 45 45 47 46 39 48 14 41 46 45 25 49 47 20 48 26 27 45, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 15, -350641486
quick, 100, 0.15, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 2 4 4 9 16 43 8 6 19 3 16 13 16 1 17 23 7 5 8 10 18 10 31 21 10 6 14 12 27 17 17 32 41 9 26 27 42 45 20 45 20 14 27 34 35 37 17 19 19 26 19 24 20 20 22 25 35 24 39 28 29 21 30 43 32 21 40 42 46 30 27 35 38 35 33 39 44 40 44 45 10 33 29 43 18 45 47 28 37 39 46 48 48 19 45 29 31 38 47 49, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 6, -44397735
insertion, 100, 0.15, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 17 8 19 27 37 16 34 45 46 47 10 10 27 20 31 33 37 42 9 19 33 17 29 43 9 16 17 22 27 2 17 19 18 21 31 35 32 42 45 32 39 43 40 4 45 48 20 35 43 6 46 35 49 6 8 19 28 29 44 10 13 26 19 30 18 20 44 29 1 38 14 4 40 48 24 5 23 28 35 39 39 7 12 21 30 47 16 27 41 38 45 3 10 24 21 25 45 14 26 20, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 6, 2027080564
merge, 100, 0.15, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 1 8 8 9 9 12 19 2 4 10 13 6 6 10 16 16 17 19 19 17 17 18 19 21 27 17 21 7 23 27 27 28 18 19 30 26 20 29 33 20 10 31 34 32 32 35 37 30 37 38 24 29 39 31 39 42 38 5 35 46 14 35 40 28 14 45 4 20 39 10 24 21 40 22 26 35 43 43 45 44 25 27 3 47 42 44 45 45 16 45 46 47 41 48 48 43 29 33 49 20, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 8, 90088580
bubble, 100, 0.15, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 2 4 4 6 6 5 8 9 8 9 10 10 10 13 14 16 16 17 17 18 17 17 18 19 19 19 19 19 20 20 21 1 20 26 24 22 27 23 27 27 12 28 28 29 29 29 30 31 32 31 32 33 33 34 7 35 37 21 37 35 35 35 39 38 39 40 42 42 3 43 43 43 45 10 45 44 46 45 47 39 40 41 46 16 21 25 30 49 44 48 27 48 14 24 45 20 38 45 47 26, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 12, 1935901526
quick, 100, 0.25, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 26 2 16 4 17 20 29 48 19 44 3 1 4 13 5 8 43 6 12 31 9 18 17 17 10 8 10 31 10 16 19 19 20 45 20 44 19 19 14 17 16 20 38 21 14 18 34 27 37 46 39 46 32 45 40 48 7 6 30 9 28 29 25 28 49 37 42 23 22 29 38 45 24 47 30 21 24 39 27 21 27 32 27 35 39 40 35 35 42 35 33 45 41 43 45 33 47 10 26 43, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 6, 197133586
insertion, 100, 0.25, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 8 17 27 37 19 16 27 10 34 45 46 33 47 31 20 37 9 10 17 9 29 43 42 16 33 48 22 19 17 27 40 35 42 2 18 21 45 45 17 31 32 39 32 43 19 4 6 6 35 46 10 19 20 43 49 8 29 35 44 19 28 29 14 44 13 30 18 20 26 28 1 40 38 5 4 24 35 39 12 48 39 23 21 41 47 30 7 45 3 45 10 16 14 21 24 27 25 20 26 38, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 5, 1721794
merge, 100, 0.25, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 6 9 4 17 8 10 9 8 29 10 13 5 4 14 1 14 17 16 19 18 19 32 20 7 12 34 16 29 23 21 43 24 21 18 17 27 24 26 16 26 28 29 31 39 28 19 19 45 21 30 44 6 42 30 35 35 43 41 22 46 32 39 35 45 27 46 27 35 20 37 40 45 17 33 10 47 19 39 25 44 38 3 48 20 38 45 2 31 40 47 49 20 37 33 42 43 45 10 27 48, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 6, 71027770
bubble, 100, 0.25, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 2 8 6 9 4 6 9 8 10 10 10 13 16 16 17 17 17 18 17 19 18 19 19 20 19 14 20 27 28 21 27 22 27 31 1 4 19 31 29 5 32 32 33 33 34 35 37 20 37 39 26 29 40 42 43 45 35 28 35 29 3 46 7 42 43 43 45 16 21 47 21 23 12 48 24 44 30 38 35 39 45 24 39 44 49 40 46 30 10 47 38 45 41 25 45 27 20 48 26 14, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 11, 182264133
quick, 100, 0.5, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 14 8 4 34 26 46 10 49 39 18 28 31 19 39 10 38 45 20 21 6 25 3 47 19 35 12 35 21 7 45 17 16 19 27 29 33 35 24 29 26 20 14 43 45 40 47 44 31 13 42 4 21 38 28 37 17 32 44 24 17 20 23 6 8 16 10 33 19 9 48 20 35 30 43 39 37 10 42 5 48 30 18 2 22 27 1 32 43 16 45 9 19 17 41 40 29 46 27 45 27, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 6, 484905554
insertion, 100, 0.5, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 27 19 37 45 8 46 16 34 27 47 37 17 31 10 33 20 10 9 43 42 33 17 48 27 29 17 22 16 9 19 35 45 40 31 45 42 17 2 21 32 39 18 43 19 32 4 35 35 43 6 46 20 49 44 6 29 28 19 29 44 30 10 19 13 18 38 26 8 20 40 48 14 24 28 35 4 1 39 47 12 5 39 21 45 41 23 7 30 16 38 27 21 45 3 10 24 20 25 14 26, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 4, 719787835
merge, 100, 0.5, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 18 20 31 38 43 4 17 45 7 32 27 14 37 17 39 46 8 35 10 27 20 45 34 38 33 24 18 22 20 19 19 48 30 47 44 28 17 35 45 6 16 42 4 45 19 43 37 19 13 26 40 23 14 25 39 21 33 10 30 28 16 35 10 6 27 9 29 31 47 40 43 5 46 19 49 42 8 17 3 12 35 21 32 44 48 26 45 24 2 27 21 29 20 16 39 29 1 9 41 10, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 5, 1510428236
bubble, 100, 0.5, 27 8 17 37 19 45 16 34 46 47 10 27 33 31 37 20 10 9 43 42 17 33 29 48 19 9 16 22 27 17 35 42 2 45 40 17 21 45 31 39 18 32 43 32 43 19 20 4 49 35 46 6 35 6 29 44 28 19 19 10 30 44 8 29 13 18 26 38 40 20 48 14 28 4 24 35 39 47 5 1 39 12 23 41 21 30 7 45 16 45 38 3 27 21 10 24 25 14 20 26, 33 45 45 20 37 27 47 35 33 34 37 8 10 17 19 31 48 16 43 16 19 22 42 27 27 29 17 17 39 46 10 31 9 2 4 45 43 40 17 43 42 9 46 35 32 20 21 10 32 19 19 44 49 35 6 6 28 44 30 38 20 28 18 14 29 35 18 19 4 13 29 8 5 47 45 39 40 39 12 48 45 24 21 1 23 26 38 7 30 16 21 3 24 41 26 27 10 25 20 14, 1 2 3 4 4 5 6 6 7 8 8 9 9 10 10 10 10 12 13 14 14 16 16 16 17 17 17 17 18 18 19 19 19 19 19 20 20 20 20 21 21 21 22 23 24 24 25 26 26 27 27 27 27 28 28 29 29 29 30 30 31 31 32 32 33 33 34 35 35 35 35 37 37 38 38 39 39 39 40 40 41 42 42 43 43 43 44 44 45 45 45 45 45 46 46 47 47 48 48 49, 6, 1325894037
